x,c(x),c.frac m,limit k
15.609375,31.154420264322258655958182979340197,109,28
15.625,31.185735130149265614621078618938559,109,28
15.640625,31.217049864747525367196937542487305,110,28
15.65625,31.248364468516536135893372064035074,110,28
15.671875,31.279678941854169395573148749508242,110,28
15.6875,31.310993285156678180127720760245249,111,28
15.703125,31.342307498818705337794142838402203,109,28
15.71875,31.373621583233291735782647784247696,112,28
15.734375,31.404935538791884414579134454362698,110,28
15.75,31.436249365884344692283816674411345,110,28
15.765625,31.467563064898956219344309718139881,109,27
15.78125,31.498876636222432984038485866628437,110,27
15.796875,31.530190080239927269059512742900588,110,27
15.8125,31.561503397335037559552597334386909,110,27
15.828125,31.592816587889816402950094590260172,110,27
15.84375,31.624129652284778220948801936310482,110,27
15.859375,31.655442590898907073970449713948917,111,27
15.875,31.68675540410966437844361215235975,111,27
15.890625,31.718068092292996577242503757069217,112,27
15.90625,31.749380655823342763615391680592986,112,27
15.921875,31.780693095073642258932645470682555,111,27
15.9375,31.812005410415342144581761311280906,110,27
15.953125,31.843317602218404748334038225801763,110,27
15.96875,31.87462967085131508550494844982485,111,27
15.984375,31.905941616681088255227633051653803,113,27
16,31.937253440073276792156366638123576,112,27
16.015625,31.968565141391977973914271386052486,111,27
16.03125,31.999876720999841084597020446031338,111,27
16.046875,32.031188179258074634641753736753925,113,27
16.0625,32.062499516526453537367935049416949,112,27
16.078125,32.09381073316332624249440798008899,112,27
16.09375,32.125121829525621826934459273210079,112,27
16.109375,32.156432805968857043168271463952779,112,27
16.125,32.18774366284714332548974202601226,112,27
16.140625,32.21905440051319375442226334196883,113,27
16.15625,32.25036501931832997959569649563474,112,27
16.171875,32.281675519612489101374431922162088,112,27
16.1875,32.312985901744230511524111126975638,113,27
16.203125,32.344296166060742693202285786020148,112,27
16.21875,32.375606312907849980556013356956112,114,27
16.234375,32.406916342630019278207131655713893,113,27
16.25,32.438226255570366740903718479443169,113,27
16.265625,32.469536052070664413614026081868973,113,27
16.28125,32.500845732471346832336983929134087,113,27
16.296875,32.532155297111517585901186484339619,113,27
16.3125,32.563464746328955839022125590356705,113,27
16.328125,32.594774080460122816885289148407479,115,27
16.34375,32.626083299840168251520629031880916,113,27
16.359375,32.657392404802936790231801340454716,114,27
16.375,32.688701395680974366341501000525938,114,27
16.390625,32.720010272805534532512150167965196,114,27
16.40625,32.751319036506584756899155704098863,115,27
16.421875,32.782627687112812682391924993405115,114,27
16.4375,32.81393622495163234919582137149072,116,27
16.453125,32.845244650349190381006250256273519,115,27
16.46875,32.876552963630372135024094547653983,116,27
16.484375,32.907861165118807816059762806964159,114,27
16.5,32.939169255136878554971175974679797,115,27
16.515625,32.970477234005722451679097762694572,114,27
16.53125,33.001785102045240583001310197162153,115,27
16.546875,33.033092859574102975545248922623173,116,27
16.5625,33.064400506909754543896842642771795,115,27
16.578125,33.095708044368420994341447304491719,115,27
16.59375,33.127015472265114694350928168183949,116,27
16.609375,33.158322790913640508069121589145149,115,26
16.625,33.189630000626601598026103003789826,117,26
16.640625,33.220937101715405193309898114501578,116,26
16.65625,33.252244094490268324422500443194444,118,26
16.671875,33.283550979260223525045300123277034,116,26
16.6875,33.314857756333124500937285871298662,117,26
16.703125,33.346164426015651766187654373403996,116,26
16.71875,33.377470988613318247042748689725106,118,26
16.734375,33.408777444430474853525549575480408,118,26
16.75,33.440083793770316019064260695882846,116,26
16.765625,33.471390036934885208344860429590623,116,26
16.78125,33.502696174225080393600839170502959,117,26
16.796875,33.53400220594065949955170160986649,117,26
16.8125,33.565308132380245817200188271069474,118,26
16.828125,33.596613953841333386696559440795759,117,26
16.84375,33.627919670620292349476687456487226,117,26
16.859375,33.659225283012374269879119936867034,117,26
16.875,33.690530791311717426444706846581188,117,26
16.890625,33.721836195811352073100828136210396,117,26
16.90625,33.753141496803205670430715964772037,117,26
16.921875,33.784446694578108087226836064538123,118,26
16.9375,33.815751789425796772525776520068277,118,26
16.953125,33.847056781634921898320588978674707,119,26
16.96875,33.878361671493051473145036963309403,119,26
16.984375,33.909666459286676426722728397620605,118,26
17,33.940971145301215665872644554496394,117,26
17.015625,33.972275729821021101861125282916018,119,26
17.03125,34.003580213129382649388930433754532,118,26
17.046875,34.034884595508533197400569774981858,118,26
17.0625,34.066188877239653551901678243354918,118,26
17.078125,34.097493058602877350968810007341938,118,26
17.09375,34.128797139877295952134633399976939,119,26
17.109375,34.160101121340963292330129207156679,119,26
17.125,34.191405003270900720564026954285983,120,26
17.140625,34.222708785943101803518357611048247,119,26
17.15625,34.25401246963253710423765642048412,119,26
17.171875,34.285316054613158934088016245708105,124,26
17.1875,34.316619541157906078160869807819166,120,26
17.203125,34.347922929538708494295068355327692,120,26
17.21875,34.379226220026491985889524553295671,119,26
17.234375,34.410529412891182848677398605033928,119,26
17.25,34.441832508401712491631528717367075,120,26
17.265625,34.473135506826022032169539889981722,119,26
17.28125,34.504438408431066865825808549093534,120,26
17.296875,34.535741213482821210556214655527804,120,26
17.3125,34.567043922246282625840377498265041,120,26
17.328125,34.59834653498547650674484633853974,120,26
17.34375,34.62964905196346055310950229969059,120,26
17.359375,34.66095147344232921401822330813796,122,25
17.375,34.692253799683218107713669386092329,122,25
17.390625,34.72355603094630841711486108283629,121,25
17.40625,34.754858167490831261095049215600349,121,25
17.421875,34.786160209575072041676209281052537,120,25
17.4375,34.817462157456374767295338803072645,121,25
17.453125,34.84876401139114635229659041154703,122,25
17.46875,34.880065771634860892802137511087056,121,25
17.484375,34.911367438442063919113542909444528,121,25
17.5,34.94266901206637662479428364547607,121,25
17.515625,34.973970492760500072582977399193444,122,25
17.53125,35.005271880776219377285757196010473,122,25
17.546875,35.036573176364407865795151548914785,124,25
17.5625,35.067874379775031214381746631973715,121,25
17.578125,35.09917549125715156340383546320203,123,25
17.59375,35.130476511058931609579196312093189,123,25
17.609375,35.161777439427638675962088555599645,124,25
17.625,35.193078276609648759767508905421228,122,25
17.640625,35.224379022850450558183714239321016,124,25
17.65625,35.255679678394649472312989110840187,123,25
17.671875,35.286980243485971589379616307031189,123,25
17.6875,35.318280718367267643342997495266071,124,25
17.703125,35.349581103280516954052867971179669,123,25
17.71875,35.380881398466831345082554714523577,123,25
17.734375,35.412181604166459040375240303049148,123,25
17.75,35.443481720618788539837216652174459,123,25
17.765625,35.474781748062352474011141966537116,123,25
17.78125,35.506081686734831437961351635747223,124,25
17.796875,35.537381536873057804502319008619126,124,25
17.8125,35.568681298713019516900414966486268,124,25
17.828125,35.59998097248986386117817591621538,124,25
17.84375,35.631280558437901218149358167266538,126,25
17.859375,35.662580056790608795312132575326077,126,25
17.875,35.69387946778063433872685675909395,123,25
17.890625,35.725178791639799825003953058844003,124,25
17.90625,35.756478028599105133526518638180235,126,25
17.921875,35.787777178888731699031399667439181,125,25
17.9375,35.819076242738046144671574302555374,125,25
17.953125,35.850375220375603895681809121685694,125,25
17.96875,35.881674112029152773768680738899529,125,25
17.984375,35.912972917925636572345188415846322,124,25
18,35.944271638291198612729324575205465,126,25
18.015625,35.975570273351185281425118121227973,124,25
18.03125,36.006868823330149548603820330737474,125,25
18.046875,36.038167288451854467902064731126279,125,25
18.0625,36.069465668939276657653000769323611,126,25
18.078125,36.100763965014609763665576137191421,125,25
18.09375,36.132062176899267903666324294676031,125,25
18.109375,36.163360304813889093517201963256403,126,25
18.125,36.194658348978338655322216090308442,125,25
18.140625,36.225956309611712607534780952050859,125,25
18.15625,36.257254186932341037176953611421742,127,25
18.171875,36.288551981157791454280909820789058,125,25
18.1875,36.319849692504872128662242601612183,128,25
18.203125,36.351147321189635409133892088385416,126,25
18.21875,36.38244486742738102526874773729313,126,24
18.234375,36.41374233143265937181820261641363,126,24
18.25,36.4450397134192747758931841599819,127,24
18.265625,36.476337013600288747013436430644796,128,24
18.28125,36.507634232188023210130085537822219,127,24
18.296875,36.538931369394063721725782354747081,128,24
18.3125,36.570228425429262669095985009528923,128,24
18.328125,36.601525400503742452914217745209693,127,24
18.34375,36.632822294826898653183422599294318,127,24
18.359375,36.664119108607403178674805894176753,127,24
18.375,36.695415842053207399954872706267197,128,24
18.390625,36.726712495371545266100639243965262,127,24
18.40625,36.758009068768936405202315363903391,127,24
18.421875,36.789305562451189208752057242565163,127,24
18.4375,36.820601976623403900016703448393567,128,24
18.453125,36.851898311489975586491726280238476,129,24
18.46875,36.883194567254597296532954204302976,128,24
18.484375,36.91449074412026300026195048694191,129,24
18.5,36.945786842289270614840267638499598,129,24
18.515625,36.977082861963224994207137008048435,128,24
18.53125,37.008378803343040903374497755047651,129,24
18.546875,37.039674666628945977372619426658782,128,24
18.5625,37.070970452020483664938927444239558,130,24
18.578125,37.102266159716516157042000905325175,130,24
18.59375,37.133561789915227300332077194551896,129,24
18.609375,37.164857342814125495608767925256375,128,24
18.625,37.196152818610046581396065660082287,128,24
18.640625,37.227448217499156702714100641439672,129,24
18.65625,37.25874353967695516513649135909254,129,24
18.671875,37.29003878533827727422152215089759,131,24
18.6875,37.321333954677297160404775132578681,129,24
18.703125,37.352629047887530589440242542587101,131,24
18.71875,37.383924065161837758476349028144012,131,24
18.734375,37.415219006692426077852721448449933,130,24
18.75,37.446513872670852938702956391117996,129,24
18.765625,37.47780866328802846644805274886016,129,24
18.78125,37.509103378734218260264598346418072,129,24
18.796875,37.540398019199046118611225704140459,130,24
18.8125,37.571692584871496750896282536289063,130,24
18.828125,37.602987075939918475369097471287962,133,24
18.84375,37.634281492592025903316660710256704,130,24
18.859375,37.665575835014902609646982872179031,131,24
18.875,37.696870103395003789939843072199056,132,24
18.890625,37.728164297918158904045089307394442,130,24
18.90625,37.759458418769574306308110445882827,130,24
18.921875,37.790752466133835862501559494543861,131,24
18.9375,37.822046440194911553541872322590633,130,24
18.953125,37.853340341136154066068594607638947,133,24
18.96875,37.884634169140303369964002413067441,133,24
18.984375,37.915927924389489282889978465927776,132,24
19,37.94722160706523402191858684936597,132,24
19.015625,37.978515217348454742332273418685839,132,24
19.03125,38.009808755419466063669107762371322,131,24
19.046875,38.041102221457982583087974925446422,132,24
19.0625,38.07239561564312137612812135965849,132,24
19.078125,38.103688938153404484936959630597723,132,24
19.09375,38.134982189166761394039540263790602,131,24
19.109375,38.166275368860531493722606718104985,132,24
19.125,38.197568477411466531105660803853563,132,24
19.140625,38.228861514995733048970980883448019,136,24
19.15625,38.260154481788914812424053873296557,132,24
19.171875,38.291447377966015223455404376098513,132,24
19.1875,38.322740203701459723474330182301916,133,24
19.203125,38.354032959169098183884582858065816,134,24
19.21875,38.38532564454220728477156515470035,133,23
19.234375,38.416618259993492881770153501611625,133,23
19.25,38.447910805695092361181793851896746,133,23
19.265625,38.479203281818576983409062607828502,134,23
19.28125,38.510495688534954214775431233719103,134,23
19.296875,38.541788026014670047797523437502951,133,23
19.3125,38.573080294427611309976707441537313,133,23
19.328125,38.604372493943107961176422839554429,133,23
19.34375,38.635664624729935379651201822633893,133,23
19.359375,38.666956686956316636792908124979659,135,23
19.375,38.698248680789924760659283862913554,134,23
19.390625,38.729540606397884988349464490818082,135,23
19.40625,38.760832463946777007290695349004298,135,23
19.421875,38.792124253602637185500059704118799,136,23
19.4375,38.823415975530960790884607756453059,134,23
19.453125,38.854707629896704199642858784333792,135,23
19.46875,38.885999216864287093830234387847523,135,23
19.484375,38.917290736597594648150569656914112,134,23
19.5,38.948582189259979706035440996833121,135,23
19.515625,38.97987357501426494507264427277478,135,23
19.53125,39.011164894022745031844754858393083,135,23
19.546875,39.042456146447188766238302068147237,135,23
19.5625,39.073747332448841215283694293598049,136,23
19.578125,39.105038452188425836585637926687927,135,23
19.59375,39.136329505826146591403402813826289,135,23
19.609375,39.167620493521690047439899519712744,137,23
19.625,39.198911415434227471398149065679598,137,23
19.640625,39.230202271722416911363344020577164,136,23
19.65625,39.261493062544405269068320839724706,136,23
19.671875,39.292783788057830362099887146279948,136,23
19.6875,39.324074448419822976103074206820766,137,23
19.703125,39.355365043787008907040014146468379,137,23
19.71875,39.386655574315510993559773456198935,137,23
19.734375,39.417946040160951139535109043977166,137,23
19.75,39.449236441478452326821750450087781,136,23
19.765625,39.48052677842264061829545186382,136,23
19.78125,39.511817051147647151221700221955144,138,23
19.796875,39.543107259807110121012610917986683,138,23
19.8125,39.574397404554176755425190483527185,138,23
19.828125,39.605687485541505279254795998977154,137,23
19.84375,39.636977502921266869577273928483818,137,23
19.859375,39.668267456845147601592916533925665,137,23
19.875,39.699557347464350385125031983727023,137,23
19.890625,39.73084717492959689182558471452357,137,23
19.90625,39.76213693939112947314002550703207,138,23
19.921875,39.7934266409987130690830960820715,138,23
19.9375,39.824716279901637107877060788860415,137,23
19.953125,39.856005856248717396503488125973746,137,23
19.96875,39.88729537018829800221937738635155,137,23
19.984375,39.918584821868253125088100632353745,139,23
20,39.94987421143598896157530746606003,140,23
20.015625,39.98116353903844555925961964500212,139,23
20.03125,40.012452804822098662707624485631998,138,23
20.046875,40.043742008932961550562360177585704,138,23
20.0625,40.075031151516586863894172582871063,138,23
20.078125,40.106320232718068425862511797325391,141,23
20.09375,40.137609252682043052736927689051222,139,23
20.109375,40.168898211552692356325216782198786,139,23
20.125,40.200187109473744537856368206734735,138,23
20.140625,40.231475946588476173365653968184275,138,23
20.15625,40.262764723039713990628908488379496,139,23
20.171875,40.294053438969836637692744211763711,139,23
20.1875,40.325342094520776443047154044714757,139,23
20.203125,40.356630689834021167486657480733758,140,23
20.21875,40.387919225050615747705855445422333,139,23
20.234375,40.419207700311164031674969155310039,140,23
20.25,40.450496115755830505840650607309722,139,23
20.265625,40.481784471524342014197066684530164,142,23
20.28125,40.513072767755989469271975263164477,139,23
20.296875,40.544361004589629555072230118141696,139,23
20.3125,40.575649182163686422032871836260771,141,23
20.328125,40.606937300616153374013684338841733,141,23
20.34375,40.638225360084594547386820975886935,141,23
20.359375,40.669513360706146582258830464840349,141,23
20.375,40.700801302617520285870141193894183,141,22
20.390625,40.732089185955002288214792577182243,141,22
20.40625,40.76337701085445668992293422201322,140,22
20.421875,40.794664777451326702448347631560111,141,22
20.4375,40.825952485880636280602981005289651,140,22
20.453125,40.857240136276991747480225399171643,141,22
20.46875,40.888527728774583411808400053763413,142,22
20.484375,40.919815263507187177775656076156268,141,22
20.5,40.951102740608166147367250857160583,141,22
20.515625,40.982390160210472215255890603779474,142,22
20.53125,41.013677522446647656285585154885787,145,22
20.546875,41.044964827448826705589207811102691,142,22
20.5625,41.076252075348737131379703234343895,141,22
20.578125,41.107539266277701800454638544563907,142,22
20.59375,41.138826400366640236453546547388333,141,22
20.609375,41.170113477746070170907265552942127,143,22
20.625,41.201400498546109087118237479989109,142,22
20.640625,41.232687462896475756910484867172462,142,22
20.65625,41.263974370926491770287748021550716,142,22
20.671875,41.295261222765083058038025810716513,143,22
20.6875,41.326548018540781407322527535637592,142,22
20.703125,41.357834758381725970286808894152493,143,22
20.71875,41.389121442415664765731632247078512,144,22
20.734375,41.420408070769956173880860217545891,143,22
20.75,41.451694643571570424283462076966833,144,22
20.765625,41.48298116094709107688648438559386,144,22
20.78125,41.514267623022716496315610949637801,145,22
20.796875,41.545554029924261319399712318224177,143,22
20.8125,41.576840381777157915975561759994379,144,22
20.828125,41.608126678706457843008672918933457,144,22
20.84375,41.639412920836833292065994140160078,143,22
20.859375,41.670699108292578530175975767176955,145,22
20.875,41.701985241197611334111309530782529,144,22
20.890625,41.733271319675474418129423464916016,143,22
20.90625,41.764557343849336855205601584675272,143,22
20.921875,41.795843313841995491793384835234266,143,22
20.9375,41.827129229775876356146698556114201,146,22
20.953125,41.858415091773036060237941892044712,144,22
20.96875,41.889700899955163195306066208398388,145,22
20.984375,41.920986654443579721068462624895915,145,22
21,41.952272355359242348630273255055712,144,22
21.015625,41.983558002822743917124536619887889,146,22
21.03125,42.014843596954314764116374981885675,145,22
21.046875,42.046129137873824089804230008815686,146,22
21.0625,42.077414625700781315050953215608709,147,22
21.078125,42.108700060554337433277359036350247,146,22
21.09375,42.139985442553286356250651136597791,146,22
21.109375,42.171270771816066253799936678729322,145,22
21.125,42.202556048460760887490848689560371,146,22
21.140625,42.233841272605100938291103439945868,145,22
21.15625,42.26512644436646532825862782048313,147,22
21.171875,42.296411563861882536283701075812293,148,22
21.1875,42.327696631208031907916365932512084,145,22
21.203125,42.358981646521244959310176112435524,147,22
21.21875,42.390266609917506675313160454827244,146,22
21.234375,42.421551521512456801736698367097061,148,22
21.25,42.452836381421391131832817076159022,146,22
21.265625,42.484121189759262787010238150325902,147,22
21.28125,42.51540594664068349181931899649935,146,22
21.296875,42.546690652179924843235854499516413,146,22
21.3125,42.577975306490919574273524650781951,147,22
21.328125,42.609259909687262811954595902587705,147,22
21.34375,42.6405444618822133296683070737225,147,22
21.359375,42.671828963188694793946194912118954,146,22
21.375,42.703113413719297005683439882439407,147,22
21.390625,42.734397813586277135835139381830195,148,22
21.40625,42.76568216290156095561624338679469,147,22
21.421875,42.796966461776744061233716489549541,148,22
21.4375,42.828250710323093093179320384705056,148,22
21.453125,42.859534908651546950111242108090142,150,22
21.46875,42.890819056872717997352625700535701,148,22
21.484375,42.922103155096893270034898462018593,148,22
21.5,42.953387203434035670913617567400886,149,22
21.515625,42.984671201993785162884398525794576,148,22
21.53125,43.015955150885459956226323773126206,149,22
21.546875,43.047239050218057690600067583622459,148,22
21.5625,43.07852290010025661182781246260667,149,22
21.578125,43.109806700640416743481872232173628,148,22
21.59375,43.14109045194658105330877813504743,148,22
21.609375,43.172374154126476614515426452341101,150,22
21.625,43.203657807287515761943729350207915,149,22
21.640625,43.234941411536797243160054930747371,150,22
21.65625,43.266224966981107364485587756311331,149,22
21.671875,43.297508473726921131993587435918096,149,22
21.6875,43.328791931880403387499370200256646,150,22
21.703125,43.360075341547409939568686740243624,149,22
21.71875,43.391358702833488689570018935836751,152,22
21.734375,43.422642015843880752796168449425421,151,21
21.75,43.453925280683521574680361494287258,150,21
21.765625,43.485208497457042042131946406052922,151,21
21.78125,43.516491666268769590016613936653582,150,21
21.796875,43.54777478722272930280592444868784,150,21
21.8125,43.579057860422645011420781406446781,151,21
21.828125,43.61034088597194038529334673094382,150,21
21.84375,43.641623863973740019671750703233528,150,21
21.859375,43.672906794530870518191807156150276,151,21
21.875,43.704189677745861570739803682488672,151,21
21.890625,43.735472513720947026630296500774198,151,21
21.90625,43.766755302558065963122700451379563,152,21
21.921875,43.798038044358863749300326339129902,151,21
21.9375,43.829320739224693105335380487061749,151,21
21.953125,43.860603387256615157163304913063633,152,21
21.96875,43.891885988555400486589700980190111,154,21
21.984375,43.923168543221530176852944696018434,153,21
22,43.954451051355196853665468040072035,152,21
22.015625,43.985733513056305721756547774683588,151,21
22.03125,44.017015928424475596939311137379303,152,21
22.046875,44.048298297559039933724536615652933,152,21
22.0625,44.07958062055904784850369766163042,151,21
22.078125,44.110862897523265138323567708421492,153,21
22.09375,44.142145128550175295274576195779809,152,21
22.109375,44.173427313737980516514977493963804,153,21
22.125,44.204709453184602709952767625370444,153,21
22.140625,44.235991546987684495607157517615792,152,21
22.15625,44.267273595244590202671286173319164,155,21
22.171875,44.298555598052406862297732605018805,153,21
22.1875,44.329837555507945196128261652560094,153,21
22.203125,44.361119467707740600589115869152371,153,21
22.21875,44.392401334748054126973043525333649,153,21
22.234375,44.423683156724873457329131431605479,153,21
22.25,44.454964933733913876181390714839774,154,21
22.265625,44.486246665870619238096923895097324,153,21
22.28125,44.517528353230162931124382592659917,157,21
22.296875,44.548809995907448836123306944334697,155,21
22.3125,44.580091593997112282004820317954259,153,21
22.328125,44.611373147593520996904036179026075,154,21
22.34375,44.642654656790776055304417978280113,153,21
22.359375,44.673936121682712821134217688066349,153,21
22.375,44.705217542362901886855004113848932,156,21
22.390625,44.736498918924650008562178339157445,154,21
22.40625,44.767780251461001037117260623055913,154,21
22.421875,44.799061540064736845331620753285844,154,21
22.4375,44.830342784828378251221212260580333,154,21
22.453125,44.861623985844185937351760015122296,155,21
22.46875,44.892905143204161366293740549661136,154,21
22.484375,44.924186257000047692206384980378627,154,21
22.5,44.955467327323330668569825621215484,154,21
22.515625,44.986748354265239552084399305083348,156,21
22.53125,45.018029337916748002756013031279442,155,21
22.546875,45.049310278368574980186370847618391,155,21
22.5625,45.080591175711185636086754843460714,155,21
22.578125,45.111872030034792203033947771151398,156,21
22.59375,45.143152841429354879486780123623097,159,21
22.609375,45.174433609984582711081680470342178,155,21
22.625,45.205714335789934468225504487694447,156,21
22.640625,45.236995018934619520003815408669322,155,21
22.65625,45.268275659507598704422686555691432,156,21
22.671875,45.299556257597585195001995205087528,156,21
22.6875,45.330836813293045363738076257420426,155,21
22.703125,45.362117326682199640453504050261651,158,21
22.71875,45.393397797853023368551671144436882,156,21
22.734375,45.424678226893247657193734036923971,156,21
22.75,45.455958613890360229915397499007472,157,21
22.765625,45.487238958931606269700911602625537,157,21
22.78125,45.518519262103989260531558476747626,156,21
22.796875,45.549799523494271825425809424791325,157,21
22.8125,45.581079743188976560988237229253203,159,21
22.828125,45.612359921274386868484173266654759,157,21
22.84375,45.643640057836547781457004450385194,157,21
22.859375,45.674920152961266789904911006885654,158,21
22.875,45.706200206734114661033752667724319,156,21
22.890625,45.737480219240426256602718022349692,157,21
22.90625,45.768760190565301346879259519603792,157,21
22.921875,45.800040120793605421219744926381843,157,21
22.9375,45.83132001000997049529216494512588,158,21
22.953125,45.862599858298795914957146154152533,157,21
22.96875,45.893879665744249156823428462186657,157,21
22.984375,45.925159432430266625493876856979322,159,21
23,45.956439158440554447518008373637785,157,21
23.015625,45.987718843858589262066926907423033,161,21
23.03125,46.018998488767619008346470744443336,158,21
23.046875,46.050278093250663709764290478085445,160,21
23.0625,46.081557657390516254866488315402773,159,21
23.078125,46.112837181269743175059363652275428,159,21
23.09375,46.14411666497068541913172420525175,158,21
23.109375,46.175396108575459124593136927885164,158,21
23.125,46.206675512165956385843408406431563,159,21
23.140625,46.237954875823846019188500420336896,160,21
23.15625,46.269234199630574324718002863415657,162,21
23.171875,46.300513483667365845059203248419153,159,21
23.1875,46.331792728015224121022709557265855,159,21
23.203125,46.363071932754932444154501248029447,162,21
23.21875,46.394351097967054606209201784355029,159,21
23.234375,46.425630223731935645559285109828167,160,21
23.25,46.456909310129702590554848045509405,160,21
23.265625,46.488188357240265199848500639948662,159,21
23.28125,46.519467365143316699699847044115742,159,21
23.296875,46.550746333918334518273950515456645,161,21
23.3125,46.582025263644581016948097672367538,160,21
23.328125,46.613304154401104218641099119451433,160,21
23.34375,46.644583006266738533179286041693972,161,21
23.359375,46.675861819320105479713285318896339,160,20
23.375,46.707140593639614406199579137091715,161,20
23.390625,46.738419329303463205960778968027826,160,20
23.40625,46.769698026389639031338468147927122,161,20
23.421875,46.800976684975919004452392109467025,161,20
23.4375,46.832255305139870925079700603108403,161,20
23.453125,46.86353388695885397566787198241729,161,20
23.46875,46.89481243051001942349487581977282,161,20
23.484375,46.926090935870311319990056760756291,162,20
23.5,46.957369403116467197229149614518264,162,20
23.515625,46.988647832325018761616763210491491,162,20
23.53125,47.019926223572292584769598525948675,162,20
23.546875,47.051204576934410791613595001109525,161,20
23.5625,47.082482892487291745708127805817417,163,20
23.578125,47.11376117030665073181030810129054,161,20
23.59375,47.145039410468000635692368049185744,164,20
23.609375,47.176317613046652621225042455297335,162,20
23.625,47.207595778117716804739789493771287,163,20
23.640625,47.23887390575610292668262393689237,163,20
23.65625,47.270151996036521020572267712463772,165,20
23.671875,47.301430049033482079275254422732671,163,20
23.6875,47.332708064821298718610556682929068,164,20
23.703125,47.363986043474085838296237771007298,163,20
23.71875,47.395263985065761280250562120359315,163,20
23.734375,47.426541889670046484259932631375443,165,20
23.75,47.457819757360467141025956623051391,164,20
23.765625,47.489097588210353842603876489689731,165,20
23.78125,47.520375382292842730244535767449141,164,20
23.796875,47.551653139680876139651986348404827,163,20
23.8125,47.582930860447203243668778003267407,164,20
23.828125,47.614208544664380692400907185353343,164,20
23.84375,47.645486192404773250794338285215158,165,20
23.859375,47.676763803740554433674947084950598,165,20
23.875,47.708041378743707138263673121062126,164,20
23.890625,47.73931891748602427417860500229566,166,20
23.90625,47.770596420039109390935660441633276,164,20
23.921875,47.801873886474377302959460847049836,164,20
23.9375,47.833151316863054712115938771287815,164,20
23.953125,47.864428711276180827778155344295809,164,20
23.96875,47.895706069784607984436744000669993,163,20
23.984375,47.926983392459002256866336366008052,165,20
24,47.958260679369844072859266078123059,164,20
24.015625,47.989537930587428823537786589179662,167,20
24.03125,48.020815146181867471255979620633155,165,20
24.046875,48.05209232622308715510247192201743,168,20
24.0625,48.083369470780831794015019314801433,166,20
24.078125,48.114646579924662687517958681393735,166,20
24.09375,48.145923653723959114093470584615976,165,20
24.109375,48.177200692247918927197537572300276,165,20
24.125,48.208477695565559148931425932821338,166,20
24.140625,48.23975466374571656137946171809612,166,20
24.15625,48.271031596857048295623815238633659,166,20
24.171875,48.302308494968032418446951958372635,169,20
24.1875,48.333585358146968516732351773098183,165,20
24.203125,48.364862186461978279574043042991916,167,20
24.21875,48.396138979981006078105442465165759,167,20
24.234375,48.427415738771819543057936913702246,166,20
24.25,48.458692462902010140059588740628264,166,20
24.265625,48.489969152438993742684291719258334,166,20
24.28125,48.521245807450011203261650819345133,166,20
24.296875,48.552522428002128921457805329372036,167,20
24.3125,48.583799014162239410637361483033324,168,20
24.328125,48.615075565997061862016547702405314,166,20
24.34375,48.646352083573142706617652837464332,168,20
24.359375,48.677628566956856175034755358417733,167,20
24.375,48.708905016214404855020699341759876,168,20
24.390625,48.740181431411820246905221281037864,167,20
24.40625,48.771457812614963316854080247018615,167,20
24.421875,48.802734159889525047978992717310199,167,20
24.4375,48.834010473301026989308122490541271,170,20
24.453125,48.865286752914821802626825492992124,168,20
24.46875,48.896562998796093807198298974162248,167,20
24.484375,48.927839211009859522373734570229486,167,20
24.5,48.959115389620968208101524988795445,167,20
24.515625,48.990391534694102403345024632825303,168,20
24.53125,49.021667646293778462418315334395357,168,20
24.546875,49.052943724484347089249379507890027,168,20
24.5625,49.084219769329993869580034455786279,169,20
24.578125,49.115495780894739801111933266285495,168,20
24.59375,49.146771759242441821607889728971786,169,20
24.609375,49.178047704436793334957736960575787,168,20
24.625,49.209323616541324735217881976001049,169,20
24.640625,49.24059949561940392863367125823627,168,20
24.65625,49.271875341734236853653635472853217,169,20
24.671875,49.303151154948867998944634836712733,172,20
24.6875,49.334426935326180919416880284517286,169,20
24.703125,49.365702682928898750267759479218433,170,20
24.71875,49.396978397819584719053350881283861,169,20
24.734375,49.428254080060642655796463525736078,170,20
24.75,49.459529729714317501139994852990396,170,20
24.765625,49.490805346842695812554353898152489,171,20
24.78125,49.52208093150770626860765236190651,171,20
24.796875,49.553356483771120171307321562766403,173,20
24.8125,49.584632003694551946521769003620143,171,20
24.828125,49.615907491339459642490644273525586,170,20
24.84375,49.647182946767145426432240246985241,169,20
24.859375,49.678458370038756079256512035815018,171,20
24.875,49.709733761215283488392152891619653,170,20
24.890625,49.741009120357565138736123248197254,172,20
24.90625,49.772284447526284601733986331330615,171,20
24.921875,49.803559742781972022599361246808171,171,20
24.9375,49.834835006185004605680762184588336,172,20
24.953125,49.866110237795607097984050346224133,171,20
24.96875,49.897385437673852270858683412457921,171,20
24.984375,49.928660605879661399855905816747068,172,20
25,49.959935742472804742766981776869638,173,20
25.015625,49.991210847512902015849531959174305,173,20
25.03125,50.022485921059422868249993806981009,172,20
25.046875,50.05376096317168735463018495461927,171,20
25.0625,50.08503597390886640600590877013055,173,20
25.078125,50.116310953329982298805500921291389,174,20
25.09375,50.147585901493909122156175939876803,172,20
25.109375,50.178860818459373243405993066530739,173,20
25.125,50.210135704284953771889221191804218,172,20
25.140625,50.241410559029083020942843466434243,173,20
25.15625,50.272685382750046968181903134349694,173,20
