x,y,f,m
6.265625,1.0226750148841657469511768185012905e16,77.488843899488452854215858256249665,48
6.28125,1.2409885515088862821487828425355834e16,77.881079114343436059844359505193018,49
6.296875,1.5066517446900596661061073127014016e16,78.274289702202399432634980502447295,48
6.3125,1.8300920796808975147434294752431441e16,78.668475676356844266003764452242269,49
6.328125,2.2240674154361860515638118948943434e16,79.063637049907965568252480830412573,49
6.34375,2.7041942249513064025902126397383548e16,79.459773835770006584399660681771908,48
6.359375,3.2895972281140272973217155535138502e16,79.856886046673542483339727179601124,49
6.375,4.003708686454918374948492012393667e16,80.254973695168694967346447208003529,49
6.390625,4.8752522976865521579961247812902726e16,80.654036793628279510477778846417922,50
6.40625,5.9394548892350141936151686899359056e16,81.054075354250886883640158438036843,50
6.421875,7.2395393491853388179679066410516799e16,81.455089389063900576869244637083887,49
6.4375,8.8285649294916176208722498960074839e16,81.857078909926451683721632227420077,49
6.453125,1.0771696806773804064990745632451581e17,82.260043928532312768491087933251561,49
6.46875,1.3149006334041420746729317673700469e17,82.663984456412732194208852648208285,49
6.484375,1.6058927688887416790198919825462634e17,83.068900504939210348008181854409401,50
6.5,1.9622526775478405004941878316139138e17,83.474792085326219160378407688778582,50
6.515625,2.3988775710299669463985424293407989e17,83.881659208633866276055317046325641,50
6.53125,2.9341072813774889392339874061110609e17,84.28950188577050519674643508202678,51
6.546875,3.5905305987299216732438198276540302e17,84.698320127495292679527646342218603,50
6.5625,4.395982948304070495174087204827595e17,85.108113944420694639529033331899753,50
6.578125,5.3847813877551766581067166827960022e17,85.518883347014941771412132684596681,50
6.59375,6.5992540922401599626568428258625793e17,85.930628345604436071088904091062534,50
6.609375,8.0916354347377537851121556521593025e17,86.343348950376109407107038806818575,51
6.625,9.9264151493765510783966546484889203e17,86.757045171379735260090755289551855,50
6.640625,1.2183251744417674424449981874432667e18,87.171717018530194718546315709287078,51
6.65625,1.4960587384670818812661648968400719e18,87.587364501609697790183886080629366,51
6.671875,1.8380135238166158146419440264927823e18,88.003987630269961059640092983070532,51
6.6875,2.2592452468289956036495143227718275e18,88.421586414034342696077983732743957,51
6.703125,2.7783864769118980245542608847462483e18,88.84016086229993578756354681194432,51
6.71875,3.4185074246847206895393462853676109e18,89.259710984339620953342106065749276,51
6.734375,4.2081864881131234675315213769518023e18,89.680236789304079160136465649951075,51
6.75,5.1828422947814325756686380510598229e18,90.101738286223765644335395575537879,52
6.765625,6.3863918914331736249695693772150672e18,90.524215484010845818410650695853901,52
6.78125,7.8733159049749221873394862120002017e18,90.947668391461094017068905665921496,52
6.796875,9.7112317645976836929198102188153909e18,91.372097017255755916488376751186619,51
6.8125,1.1984101479659595361552082714422346e19,91.797501369963375438485977342632455,52
6.828125,1.4796232330492974489442673941514933e19,92.223881458041586930587946942648702,52
6.84375,1.8277268809020394415984820329698708e19,92.651237289838873392714137891715516,53
6.859375,2.258842433385077723197173376978565e19,93.079568873596291501513446916668169,52
6.875,2.7930264295640739564999454778450598e19,93.508876217449164164285886634520835,52
6.890625,3.4552431185856611415970135271667057e19,93.939159329428741315876862258453039,53
6.90625,4.2765802117534320116815996682298986e19,94.370418217463829653913388650431975,53
6.921875,5.2957694250678165416439828462841357e19,94.802652889382391990252943523419782,53
6.9375,6.5610891167559637746338934987409854e19,95.235863352913116879516721826106472,53
6.953125,8.1327461542651824948430067371242465e19,95.670049615686959169064153560442544,52
6.96875,1.0085859118244627677820352067765763e20,96.105211685238652098719169401742747,53
6.984375,1.2514196415528442453262974137625487e20,96.54134956900819156296589688997759,53
