x=1, n=16, |dx| = 0.5
i,p_i,q_i
2,9.3653442779468956182973570897720578888239040414058189756356847567e-1,1.2865549352545328810329758132457646342934893256419800859547339902e-2
3,4.3160008198229628547433875010095533373756961437066473006062564190e-2,3.9621540790300417754039673780909942717693559056002964590838831720e-4
4,9.9344281895954409849834661923417468744894089375570568620250224763e-4,4.5684546171365232736613086792972301978616555330777080601844461434e-6
5,9.1369092342817432965668128273324205237920615567394087292587971557e-6,3.3327884315592518173533100281436521073493695623650492227072286604e-20
relative error = 1.9903323496e-31

x=23, n=5, |dx| = 0.5
i,p_i,q_i
0,4.5956439158440554447518008373637785069172034271862267272739477808e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0136842115462546913357689445740941166568709914412750566997425334e1,1.7701417036683793798796049548052003895913100618485064728005066069e-1
2,8.9349300650841450924552155674406370769738997635690377713924374840e-1,1.1733094979313647329394820946991176364004518093250092973184028111e-2
3,3.9338978588550506068173030851852720880500546910300590903641655532e-2,3.4514326888822841682445267242791785029425750371842308500907336136e-4
4,8.6516652943649913338219998741422255151917736632766685069338590034e-4,3.8017389491370186034455097659650308037036564889530305627755485006e-6
5,7.6034778982786303782311141599488438537798082343454778476946825348e-6,1.6819715061033283695958850141803235848574146719076361226507128772e-20
relative error = 7.5501002572e-32

x=24, n=5, |dx| = 0.5
i,p_i,q_i
0,4.7958260679369844072859266078123059187295540873594656118423005405e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0125323754698704445861903572494452885490881886422861636851537808e1,1.6938851451784193604125515013416041117738137548321458896530048331e-1
2,8.5432447397889953217217965053645201078536251034908930239040154604e-1,1.0745279692948701325719535942859157782454636158994782682861352970e-2
3,3.6009433411684071453174007016863219564819934890688046365842528282e-2,3.0254300286772528265711628263194658116724869123840012190911824769e-4
4,7.5821137560814701623513443127466206866484635260150086699668129296e-4,3.1901118723509243000512341248513111265453499446826441054414179042e-6
5,6.3802237447043446411536410590757095160408916285283808518962397625e-6,8.7516509907603915226210204347804522050683972351320582976658022309e-21
relative error = 2.9924493733e-32

x=25, n=5, |dx| = 0.5
i,p_i,q_i
0,4.9959935742472804742766981776869638453693833821741030797916981654e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0115213746269579076008530491466454699920478943865589527334487730e1,1.6240225080480523012296669578997641963850323373219563567187320384e-1
2,8.1851847897796466517165881934342127919110717085219598189073792068e-1,9.8782652822022820405278255237883314518121230025538887319210942429e-3
3,3.3089717083394113308314183527126456594486155387703097318187384930e-2,2.6671767512658234664173788370179674709345890428483443533188852192e-4
4,6.6829721748023364510903255256162942449019579564071606410696006217e-4,2.6972373445430994920057685595586999997068807137104021310754925670e-6
5,5.3944746890875911529224373646110522731782222252249320627548912047e-6,4.6823457935130852995179388932954441737400503273386385460919883703e-21
relative error = 1.2344149474e-32

x=26, n=5, |dx| = 0.5
i,p_i,q_i
0,5.1961481354198299535249835572598741793795110414158677966651968309e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0106289626148280443960112723557620517773809370035265381135927175e1,1.5597714921342238332352843671117552051460548421743676833475205552e-1
2,7.8565200516063637013815461195693238711950230708197323354932010889e-1,9.1129685703193006760513674828397373504078413885037530821818963387e-3
3,3.0514604743072074746568999907562986141535796070779258953249797445e-2,2.3636469188788838699335415016772580671970470856292320951227127683e-4
4,5.9214092224538413485168535769619860396139942203788233190884615415e-4,2.2963757398011251629802627180506067603999731138857899076096578909e-6
5,4.5927514796030455502170699828878769478227505429083132376326293944e-6,2.5699758435726915920272883557067688968644696559137414537807794169e-21
relative error = 5.2818730861e-33

x=27, n=5, |dx| = 0.5
i,p_i,q_i
0,5.3962911982580115123234516645481802001210632621785428506371732723e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0098371512440007124326215846657425797982322112164003192790309015e1,1.5004738987058685270109646061519774183238135701027718571247651249e-1
2,7.5537121122092291255979081833127961834026445764006171751698355853e-1,8.4339588723142861961321000560129379395134917672166413779502440056e-3
3,2.8231457336386185352367904121275513997379667335589881561090898514e-2,2.1047235508049762506434015510383191190205194814633490154594306052e-4
4,5.2719417008575303299539713540226593234272629310529196131371820112e-4,1.9675825911997929623975981197598365663310471863479417929913537268e-6
5,3.9351651824000502440025787584593892332919807935012200705559785892e-6,1.4441096376462253734311260301351132756050647620615874999886984981e-21
relative error = 2.3373367316e-33

x=28, n=5, |dx| = 0.5
i,p_i,q_i
0,5.5964240014398832644512455573218415262109698378500908758035802435e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0091312619025017287866005180722904952376585939820370241779234759e1,1.4455717079064035475824800310802007399668273087137622137304184452e-1
2,7.2737766938944448655475895778623875864217072256957781983784009052e-1,7.8286444985156476096959486202179989248100825482629027400700572299e-3
3,2.6197394252008196100771208768851049256950761686699794178527667192e-2,1.8824644737120305649564292658835109232131029338118415885766699210e-4
4,4.7145757219845869159599320580951856860713406159481617328734480120e-4,1.6957978117155673184721059583367919224584031646016528602489484197e-6
5,3.3915956234314112941553239579200441540889404607917209234537588193e-6,8.2926676744947732726307396007355826334363961443704025208047469663e-22
relative error = 1.0669101280e-33

x=29, n=5, |dx| = 0.5
i,p_i,q_i
0,5.7965476116863973343168447703591168227641470583064367514124472927e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0084992161706818792544833958372664340919722255342627036495934053e1,1.3945885343935322796794699518026754487877706320612816653697694920e-1
2,7.0141779703435023652286738153357031677870863522679391709785735955e-1,7.2866643344780491299505454898308430820326313436385299227067425134e-3
3,2.4377185076504569173574797743924225174315467058099349599344720575e-2,1.6905734359003323733996345509159786957431370910658626897528372539e-4
4,4.2334688628764154211433828082897084561842210996538156563499141525e-4,1.4695206742687438356750701070292267660928274282526273059316932545e-6
5,2.9390413485376556356195837184188365210618045093304133917593398594e-6,4.8586629321620724802977679323872255007477778159078793058743185634e-22
relative error = 5.0119108597e-34

x=30, n=5, |dx| = 0.5
i,p_i,q_i
0,5.9966629526323761085653214492361516083747931657222609292783890655e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0079309987376465872861867284067056664850010287456197857498081825e1,1.3471150903636153149172004554984436167638312881899078297725416197e-1
2,6.7727464195894581225306000566236736046824039803100247249653369850e-1,6.7994271493372674356639262860066852220327336970600421557744582935e-3
3,2.2741657550013921782521128252496501349388746490813419075080396237e-2,1.5240138547314300333062457595865641015405865557906827910711179731e-4
4,3.8159539393011366640317650265661343522783460051029204550728614221e-4,1.2798770497305896872196018856866881582516107104685320202368213991e-6
5,2.5597540994612831422952946005338213770054549992871741978250252058e-6,2.9003357477583348945919130329987170073847934957738046018913543885e-22
relative error = 2.4179837687e-34

x=31, n=5, |dx| = 0.5
i,p_i,q_i
0,6.1967708280637680846754718340739369430068057387630797529966438194e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0074182461415713481161345524160688849838076659384433560382534817e1,1.3027976731897021261467922658493954912347229327776223320265546636e-1
2,6.5476142676309479304587556836808352959522474752905554188472271980e-1,6.3597588045145480024498864188134661382141118221812567435524658007e-3
3,2.1266481359057118479568529063225809763048671256243329955459524686e-2,1.3787231780121403321779838364840157579319998508028961396309366805e-4
4,3.4518176175412831663345987648279757586340627278394226947522007612e-4,1.1199536476081493994656254220200529435190612025449773178638295407e-6
5,2.2399072952163639560059823336000016841164575560430634436374771528e-6,1.7617078707306566364013471154479240290390108237951721168387444753e-22
relative error = 1.1958529291e-34

x=32, n=5, |dx| = 0.5
i,p_i,q_i
0,6.3968719407645597364585035610617751416573670393499587786686312656e1,1.0000000000000000000000000000000000000000000000000000000000000000e0
1,1.0069539285685845737023749765214413073032179352570098234043558824e1,1.2613289628395715615435331212333189151230416068074813089690444752e-1
2,6.3371642448763570447177947907604919671324227749793005494129873311e-1,5.9616292766292240046813815792099763470491570846638016492126537981e-3
3,1.9931229141549748991239769570780005308740814931003243335267744457e-2,1.2513992039119709832550358233341192474393484209436557460501347561e-4
4,3.1327611249813105078085394107436505505980878573922552690231906666e-4,9.8431674555843991059287383933750293585346751442244234827276072076e-7
5,1.9686334911169213593194992136830387902068260697213920131695599811e-6,1.0876133178116318999520200282945003534205598620333324869226343273e-22
relative error = 6.0528174997e-35

